date,Demand,Gas,Coal,Hydro Pump,Hydro R-o-R,Hydro Res,Solar,Wind Onshore,Net Imports,Residual load,RES_pen
2022-04-14 14:00:00,35467.0,8384.0,2660.0,0.0,1282.0,75.0,9413.0,3480.0,6746.4,22574.0,36.35210195392901
2022-04-14 15:00:00,36044.0,9608.0,2808.0,0.0,1307.0,80.0,8653.0,3350.0,6333.46,24041.0,33.300965486627454
2022-04-14 16:00:00,36054.0,10261.0,3329.0,0.0,1382.0,118.0,6688.0,3279.0,7080.93,26087.0,27.64464414489377
2022-04-14 17:00:00,35304.0,11695.0,3834.0,39.0,1635.0,173.0,4206.0,3015.0,6743.139999999999,28083.0,20.4537729435758
2022-04-14 18:00:00,35283.0,14261.0,3828.0,126.0,1819.0,261.0,1633.0,2692.0,6558.5599999999995,30958.0,12.25802794546949
2022-04-14 19:00:00,37016.0,14890.0,3887.0,930.0,3269.0,488.0,171.0,2511.0,6492.01,34334.0,7.245515452777178
2022-04-14 20:00:00,38527.0,15748.0,3874.0,1311.0,3916.0,647.0,0.0,2375.0,6296.23,36152.0,6.164508007371454
2022-04-14 21:00:00,35822.0,14993.0,3854.0,702.0,2402.0,426.0,0.0,2296.0,6848.91,33526.0,6.409469041371224
2022-04-14 22:00:00,32533.0,13938.0,3789.0,87.0,1902.0,263.0,0.0,2373.0,6069.82,30160.0,7.294132112009343
2022-04-14 23:00:00,29700.0,11669.0,3607.0,0.0,1407.0,121.0,0.0,2459.0,6496.15,27241.0,8.27946127946128
2022-04-15 00:00:00,26892.0,10055.0,3682.0,0.0,1347.0,22.0,0.0,2400.0,5805.85,24492.0,8.92458723784025
2022-04-15 01:00:00,25302.0,9246.0,3049.0,0.0,1217.0,19.0,0.0,2457.0,5769.82,22845.0,9.710694806734645
2022-04-15 02:00:00,24358.0,8691.0,2629.0,0.0,1168.0,19.0,0.0,2499.0,5849.93,21859.0,10.259463010099351
2022-04-15 03:00:00,24107.0,8222.0,2309.0,0.0,1131.0,19.0,0.0,2553.0,6329.639999999999,21554.0,10.590284979466546
2022-04-15 04:00:00,24503.0,8662.0,2386.0,0.0,1158.0,20.0,0.0,2325.0,6344.22,22178.0,9.48863404481084
2022-04-15 05:00:00,25955.0,9885.0,2799.0,5.0,1219.0,19.0,0.0,2086.0,6247.68,23869.0,8.036987093045656
2022-04-15 06:00:00,28998.0,11398.0,3414.0,174.0,1807.0,67.0,41.0,2079.0,6321.35,26878.0,7.310849024070626
2022-04-15 07:00:00,33176.0,11770.0,3558.0,122.0,3619.0,515.0,1036.0,2213.0,6485.48,29927.0,9.793224017361949
2022-04-15 08:00:00,36737.0,11651.0,3682.0,504.0,4187.0,639.0,3391.0,2088.0,6765.17,31258.0,14.914119280289626
2022-04-15 09:00:00,37073.0,11702.0,3567.0,989.0,2603.0,397.0,5680.0,1743.0,6663.29,29650.0,20.02265799908289
2022-04-15 10:00:00,36658.0,10531.0,3454.0,925.0,1883.0,124.0,8050.0,1633.0,6399.7,26975.0,26.414425227781113
2022-04-15 11:00:00,36256.0,9246.0,3333.0,408.0,1607.0,126.0,9815.0,1672.0,6452.77,24769.0,31.68303177405119
2022-04-15 12:00:00,34333.0,7734.0,2676.0,184.0,1447.0,77.0,10482.0,1707.0,6648.610000000001,22144.0,35.50228642996534
2022-04-15 13:00:00,33568.0,6918.0,2611.0,0.0,1348.0,79.0,10501.0,1779.0,6991.79,21288.0,36.58245948522402
2022-04-15 14:00:00,33828.0,7731.0,2609.0,0.0,1366.0,79.0,9955.0,1842.0,6967.84,22031.0,34.8734775925269
2022-04-15 15:00:00,33740.0,8225.0,2606.0,0.0,1373.0,78.0,8794.0,1746.0,7251.76,23200.0,31.238885595732068
2022-04-15 16:00:00,33636.0,9661.0,2547.0,3.0,1467.0,93.0,7259.0,1686.0,7195.58,24691.0,26.593530740872872
2022-04-15 17:00:00,33317.0,10989.0,3277.0,113.0,1542.0,123.0,4808.0,1562.0,7110.85,26947.0,19.119368490560372
2022-04-15 18:00:00,33491.0,13215.0,3664.0,349.0,2065.0,199.0,1886.0,1430.0,6728.45,30175.0,9.901167477829864
2022-04-15 19:00:00,35125.0,13620.0,3612.0,493.0,4278.0,681.0,228.0,1604.0,6566.78,33293.0,5.215658362989324
2022-04-15 20:00:00,35821.0,13981.0,3629.0,671.0,4628.0,852.0,0.0,1691.0,6299.77,34130.0,4.720694564640853
2022-04-15 21:00:00,33326.0,14176.0,3451.0,193.0,2992.0,446.0,0.0,1806.0,6218.110000000001,31520.0,5.4191922222889035
2022-04-15 22:00:00,30401.0,13415.0,3204.0,138.0,1925.0,148.0,0.0,1590.0,6027.139999999999,28811.0,5.230091115423835
2022-04-15 23:00:00,27939.0,11759.0,3133.0,0.0,1644.0,127.0,0.0,1414.0,5953.4400000000005,26525.0,5.061025806220695
2022-04-16 00:00:00,25630.0,10390.0,1495.0,0.0,1389.0,87.0,0.0,1516.0,6993.07,24114.0,5.914943425673039
2022-04-16 01:00:00,24031.0,9410.0,1234.0,0.0,1395.0,190.0,0.0,1443.0,6734.4,22588.0,6.0047438724980235
2022-04-16 02:00:00,22956.0,8587.0,1212.0,0.0,1323.0,89.0,0.0,1621.0,6560.9,21335.0,7.061334727304408
2022-04-16 03:00:00,22398.0,7775.0,1271.0,0.0,1266.0,60.0,0.0,2000.0,6515.66,20398.0,8.92936869363336
2022-04-16 04:00:00,22382.0,7335.0,1276.0,0.0,1389.0,64.0,0.0,2230.0,6425.87,20152.0,9.963363417031543
2022-04-16 05:00:00,22764.0,7409.0,1215.0,14.0,1310.0,147.0,0.0,2375.0,6454.79,20389.0,10.433140045686171
2022-04-16 06:00:00,23338.0,7811.0,1222.0,13.0,1542.0,157.0,51.0,2377.0,6357.33,20910.0,10.403633559002486
2022-04-16 07:00:00,24817.0,7929.0,1222.0,58.0,2032.0,171.0,1118.0,2188.0,6369.24,21511.0,13.32151347866382
2022-04-16 08:00:00,27272.0,7334.0,1156.0,37.0,2358.0,222.0,3901.0,2434.0,6179.9400000000005,20937.0,23.22895277207392
2022-04-16 09:00:00,28868.0,6077.0,965.0,28.0,2082.0,185.0,6924.0,3037.0,5820.22,18907.0,34.505334626576136
2022-04-16 10:00:00,28699.0,5033.0,578.0,49.0,1571.0,78.0,9182.0,3278.0,5285.24,16239.0,43.41614690407331
2022-04-16 11:00:00,27988.0,4220.0,554.0,11.0,1367.0,74.0,10699.0,3219.0,5162.98,14070.0,49.728455052165216
2022-04-16 12:00:00,27086.0,3913.0,643.0,,1426.0,73.0,11279.0,3046.0,4689.04,12761.0,52.88710034704275
2022-04-16 13:00:00,26381.0,3911.0,579.0,,1311.0,63.0,11423.0,3045.0,4565.63,11913.0,54.84250028429551
2022-04-16 14:00:00,25727.0,4159.0,534.0,,1302.0,71.0,10449.0,3261.0,4850.5,12017.0,53.29031756520387
2022-04-16 15:00:00,25898.0,4259.0,539.0,,1240.0,59.0,8819.0,3644.0,5690.22,13435.0,48.1234072129122
2022-04-16 16:00:00,25954.0,4576.0,543.0,,1394.0,62.0,6257.0,4222.0,5706.3,15475.0,40.37527934037143
2022-04-16 17:00:00,26249.0,6393.0,652.0,3.0,1584.0,74.0,3739.0,4645.0,5766.88,17865.0,31.94026439102442
2022-04-16 18:00:00,27453.0,7720.0,686.0,171.0,1870.0,217.0,1548.0,4744.0,6839.8099999999995,21161.0,22.91917094670892
2022-04-16 19:00:00,29416.0,7870.0,752.0,1564.0,3042.0,742.0,186.0,4908.0,6535.23,24322.0,17.31710633668752
2022-04-16 20:00:00,30245.0,8913.0,899.0,1885.0,3490.0,675.0,0.0,5144.0,5500.26,25101.0,17.007769879318896
2022-04-16 21:00:00,28344.0,9081.0,751.0,787.0,2597.0,467.0,0.0,4953.0,6092.12,23391.0,17.47459779847587
2022-04-16 22:00:00,25895.0,9328.0,749.0,414.0,1875.0,98.0,0.0,4512.0,5355.87,21383.0,17.424213168565363
2022-04-16 23:00:00,23645.0,8033.0,642.0,157.0,1500.0,37.0,0.0,4550.0,5268.2,19095.0,19.24296891520406
2022-04-17 00:00:00,21788.0,6932.0,600.0,113.0,1583.0,57.0,0.0,4806.0,4237.5,16982.0,22.058013585459886
2022-04-17 01:00:00,20274.0,5024.0,646.0,37.0,1305.0,32.0,0.0,4991.0,8234.220000000001,15283.0,24.617737003058103
2022-04-17 02:00:00,19216.0,5853.0,666.0,43.0,1382.0,37.0,0.0,5292.0,2651.81,13924.0,27.53955037468776
2022-04-17 03:00:00,18694.0,5121.0,596.0,9.0,1287.0,37.0,0.0,5469.0,2921.09,13225.0,29.255376056488714
2022-04-17 04:00:00,18626.0,4738.0,592.0,9.0,1283.0,37.0,0.0,5629.0,3068.08,12997.0,30.22119617738645
2022-04-17 05:00:00,19011.0,4808.0,593.0,9.0,1310.0,37.0,0.0,5906.0,2992.98,13105.0,31.06622481721109
2022-04-17 06:00:00,18997.0,4771.0,612.0,9.0,1521.0,48.0,57.0,6213.0,2447.18,12727.0,33.0052113491604
2022-04-17 07:00:00,19606.0,4205.0,681.0,13.0,1659.0,54.0,931.0,6361.0,2450.0,12314.0,37.192696113434664
2022-04-17 08:00:00,21758.0,4306.0,586.0,8.0,2112.0,212.0,3325.0,6419.0,1949.94,12014.0,44.78352789778472
2022-04-17 09:00:00,23533.0,4274.0,532.0,0.0,1884.0,87.0,5975.0,6567.0,1083.1,10991.0,53.29537245570051
2022-04-17 10:00:00,24772.0,3528.0,536.0,53.0,1487.0,46.0,8481.0,6854.0,478.32000000000005,9437.0,61.904569675440015
2022-04-17 11:00:00,25468.0,3657.0,528.0,63.0,1394.0,55.0,10277.0,7001.0,-753.3,8190.0,67.84199780116225
2022-04-17 12:00:00,24889.0,3235.0,527.0,,1327.0,78.0,11186.0,6707.0,-563.33,6996.0,71.8911969142995
2022-04-17 13:00:00,22040.0,3110.0,528.0,,1227.0,63.0,11141.0,6055.0,-418.88,4844.0,78.02177858439201
2022-04-17 14:00:00,20436.0,3285.0,528.0,,1320.0,75.0,10301.0,5457.0,-41.829999999999984,4678.0,77.1090232922294
2022-04-17 15:00:00,20266.0,3526.0,530.0,,1281.0,77.0,8987.0,5380.0,200.12,5899.0,70.8921346096911
2022-04-17 16:00:00,20757.0,3702.0,531.0,,1416.0,74.0,7339.0,6212.0,174.39999999999998,7206.0,65.28400057811822
2022-04-17 17:00:00,21667.0,5102.0,535.0,0.0,1468.0,109.0,4846.0,6619.0,380.63,10202.0,52.91457054506854
2022-04-17 18:00:00,22508.0,5382.0,601.0,1.0,1777.0,115.0,2026.0,6851.0,2586.2200000000003,13631.0,39.43931046738937
2022-04-17 19:00:00,24393.0,5041.0,683.0,449.0,2646.0,501.0,227.0,6958.0,3965.7200000000003,17208.0,29.455171565613085
2022-04-17 20:00:00,26636.0,5646.0,718.0,1520.0,3068.0,570.0,0.0,6774.0,4566.12,19862.0,25.43174650848476
2022-04-17 21:00:00,26157.0,6083.0,686.0,827.0,2336.0,379.0,0.0,6723.0,5273.99,19434.0,25.702488817524944
2022-04-17 22:00:00,24444.0,5809.0,670.0,205.0,1755.0,174.0,0.0,6697.0,5370.76,17747.0,27.39731631484209
2022-04-17 23:00:00,22522.0,4772.0,642.0,13.0,1417.0,125.0,0.0,6721.0,5311.54,15801.0,29.841932332830122
2022-04-18 00:00:00,20646.0,4793.0,562.0,11.0,1356.0,83.0,0.0,6664.0,3868.37,13982.0,32.27743872905163
2022-04-18 01:00:00,19357.0,4840.0,549.0,12.0,1281.0,72.0,0.0,6220.0,3109.41,13137.0,32.13307847290386
2022-04-18 02:00:00,18593.0,5385.0,550.0,12.0,1267.0,88.0,0.0,5755.0,2338.45,12838.0,30.95250900876674
2022-04-18 03:00:00,18422.0,5209.0,551.0,12.0,1272.0,94.0,0.0,5615.0,2477.33,12807.0,30.479861035718166
2022-04-18 04:00:00,18483.0,5277.0,551.0,12.0,1302.0,94.0,0.0,5693.0,2374.66,12790.0,30.801276848996373
2022-04-18 05:00:00,19174.0,5939.0,593.0,12.0,1344.0,94.0,0.0,5731.0,2108.5,13443.0,29.889433608010847
2022-04-18 06:00:00,19643.0,5933.0,711.0,12.0,1499.0,238.0,74.0,5940.0,1831.4099999999999,13629.0,30.61650460723922
2022-04-18 07:00:00,20626.0,5959.0,597.0,12.0,1705.0,155.0,1236.0,6146.0,1541.1399999999999,13244.0,35.78977988945991
2022-04-18 08:00:00,22769.0,5041.0,550.0,0.0,2088.0,125.0,4402.0,6366.0,978.46,12001.0,47.29237120646493
2022-04-18 09:00:00,24378.0,4515.0,574.0,0.0,1833.0,129.0,7412.0,6556.0,17.480000000000018,10410.0,57.29756337681516
2022-04-18 10:00:00,24643.0,3994.0,536.0,0.0,1581.0,63.0,9589.0,6127.0,-330.23,8927.0,63.77470275534635
2022-04-18 11:00:00,24258.0,3685.0,530.0,8.0,1403.0,64.0,11039.0,5678.0,-1221.78,7541.0,68.91334817379834
2022-04-18 12:00:00,23858.0,3181.0,531.0,,1342.0,105.0,11831.0,5622.0,-1178.8200000000002,6405.0,73.15365914997066
2022-04-18 13:00:00,21966.0,3184.0,570.0,,1345.0,96.0,11528.0,5374.0,-1567.6,5064.0,76.94618956569244
2022-04-18 14:00:00,21034.0,3382.0,628.0,,1324.0,62.0,11195.0,4969.0,-1691.71,4870.0,76.84700960349909
2022-04-18 15:00:00,20751.0,3562.0,699.0,,1376.0,69.0,10103.0,4821.0,-1157.88,5827.0,71.91942556985205
2022-04-18 16:00:00,21145.0,4079.0,733.0,,1371.0,78.0,8651.0,5086.0,-272.2,7408.0,64.96571293449989
2022-04-18 17:00:00,22170.0,5136.0,885.0,,1492.0,134.0,5881.0,5166.0,1624.97,11123.0,49.82859720342805
2022-04-18 18:00:00,23216.0,6662.0,1072.0,5.0,1860.0,191.0,2325.0,4396.0,3607.33,16495.0,28.949862164024807
2022-04-18 19:00:00,25415.0,8637.0,1585.0,333.0,2535.0,416.0,243.0,3301.0,4708.93,21871.0,13.944520952193587
2022-04-18 20:00:00,28003.0,9139.0,1657.0,1461.0,3073.0,473.0,0.0,3082.0,5430.03,24921.0,11.005963646752134
2022-04-18 21:00:00,27559.0,9240.0,1735.0,1271.0,2730.0,500.0,0.0,3167.0,5148.43,24392.0,11.49170869770311
2022-04-18 22:00:00,25550.0,9030.0,1680.0,247.0,2128.0,295.0,0.0,3403.0,5080.3,22147.0,13.31898238747554
2022-04-18 23:00:00,23212.0,8207.0,1408.0,12.0,1512.0,167.0,0.0,3305.0,5055.75,19907.0,14.238325004308116
2022-04-19 00:00:00,21001.0,7012.0,1116.0,,1249.0,70.0,0.0,3001.0,6107.29,18000.0,14.289795724013143
2022-04-19 01:00:00,19810.0,6226.0,1159.0,,1172.0,23.0,0.0,2924.0,6235.3099999999995,16886.0,14.760222110045431
2022-04-19 02:00:00,19095.0,6015.0,1024.0,,1135.0,23.0,0.0,2784.0,6052.76,16311.0,14.57973291437549
2022-04-19 03:00:00,18912.0,6160.0,1077.0,,1123.0,22.0,0.0,2481.0,6196.360000000001,16431.0,13.118654822335024
2022-04-19 04:00:00,19626.0,7164.0,1255.0,,1148.0,23.0,0.0,2064.0,6224.26,17562.0,10.516661571384898
2022-04-19 05:00:00,21624.0,8930.0,1366.0,,1235.0,45.0,0.0,1631.0,6220.02,19993.0,7.542545320014798
2022-04-19 06:00:00,26008.0,10303.0,2114.0,1536.0,1778.0,313.0,107.0,1283.0,5307.66,24618.0,5.344509381728699
2022-04-19 07:00:00,31124.0,12047.0,2409.0,2731.0,2890.0,343.0,1529.0,932.0,4644.52,28663.0,7.90708135201131
2022-04-19 08:00:00,35635.0,12921.0,2472.0,2984.0,2788.0,453.0,4540.0,667.0,4912.96,30428.0,14.612038725971658
2022-04-19 09:00:00,37084.0,13341.0,2502.0,1900.0,2347.0,340.0,7559.0,567.0,4655.33,28958.0,21.912415057706827
2022-04-19 10:00:00,36672.0,13373.0,2425.0,130.0,1866.0,199.0,9484.0,695.0,4653.05,26493.0,27.75687172774869
2022-04-19 11:00:00,35925.0,12277.0,2325.0,0.0,1613.0,182.0,10477.0,932.0,5258.110000000001,24516.0,31.75782881002088
2022-04-19 12:00:00,34454.0,12333.0,1997.0,0.0,1337.0,62.0,11055.0,1258.0,4255.8099999999995,22141.0,35.73750507923608
2022-04-19 13:00:00,34461.0,11796.0,1813.0,0.0,1214.0,61.0,11129.0,1918.0,4271.21,21414.0,37.860189779751025
2022-04-19 14:00:00,35913.0,11637.0,1666.0,0.0,1235.0,134.0,11316.0,2762.0,4629.65,21835.0,39.20028958872832
2022-04-19 15:00:00,36329.0,10820.0,1562.0,0.0,1252.0,132.0,10492.0,3696.0,5367.46,22141.0,39.05419912466625
2022-04-19 16:00:00,36009.0,11410.0,1753.0,0.0,1292.0,100.0,8310.0,4609.0,5405.95,23090.0,35.8771418256547
2022-04-19 17:00:00,34910.0,12203.0,1993.0,0.0,1320.0,106.0,5058.0,5192.0,5969.610000000001,24660.0,29.361214551704386
2022-04-19 18:00:00,34484.0,13714.0,2153.0,128.0,1784.0,306.0,2122.0,4982.0,5767.33,27380.0,20.600858369098713
2022-04-19 19:00:00,36066.0,14660.0,2384.0,2359.0,2737.0,551.0,295.0,4698.0,4538.5599999999995,31073.0,13.844063661065823
2022-04-19 20:00:00,37550.0,15098.0,2455.0,2728.0,3291.0,742.0,0.0,4378.0,4982.3099999999995,33172.0,11.659121171770973
2022-04-19 21:00:00,35140.0,14644.0,2442.0,1323.0,2312.0,438.0,0.0,4420.0,5902.43,30720.0,12.578258394991462
2022-04-19 22:00:00,31754.0,13420.0,2262.0,168.0,1527.0,103.0,0.0,4359.0,6285.3,27395.0,13.727404421490204
2022-04-19 23:00:00,28565.0,11963.0,1860.0,69.0,1352.0,98.0,0.0,4339.0,5865.54,24226.0,15.189917731489585
2022-04-20 00:00:00,25872.0,9109.0,1562.0,0.0,1238.0,38.0,0.0,4288.0,6536.96,21584.0,16.573902288188002
2022-04-20 01:00:00,24331.0,7933.0,1366.0,0.0,1133.0,20.0,0.0,4369.0,6576.8099999999995,19962.0,17.95651637828285
2022-04-20 02:00:00,23721.0,8156.0,1347.0,0.0,1138.0,20.0,0.0,4374.0,6805.23,19347.0,18.43935753130138
2022-04-20 03:00:00,23462.0,7914.0,1331.0,0.0,1091.0,20.0,0.0,4421.0,6752.0599999999995,19041.0,18.843235870769757
2022-04-20 04:00:00,23891.0,8185.0,1335.0,0.0,1141.0,20.0,0.0,4245.0,7029.57,19646.0,17.76819722908208
2022-04-20 05:00:00,25208.0,8494.0,1332.0,0.0,1230.0,19.0,0.0,4087.0,6901.99,21121.0,16.213106950174545
2022-04-20 06:00:00,29233.0,11950.0,1562.0,30.0,1587.0,43.0,76.0,3965.0,6787.68,25192.0,13.823418739096226
2022-04-20 07:00:00,34356.0,14758.0,2194.0,227.0,3133.0,258.0,1254.0,3670.0,5359.46,29432.0,14.332285481429736
2022-04-20 08:00:00,38884.0,15076.0,2424.0,780.0,3824.0,474.0,3688.0,2553.0,6369.3,32643.0,16.05030346672153
2022-04-20 09:00:00,39845.0,14959.0,2407.0,1163.0,4404.0,584.0,5553.0,2040.0,5202.05,32252.0,19.05634333040532
2022-04-20 10:00:00,39459.0,14354.0,2401.0,1003.0,2995.0,403.0,7502.0,1779.0,5525.84,30178.0,23.520616335943636
2022-04-20 11:00:00,39177.0,14270.0,2401.0,239.0,1977.0,286.0,8988.0,1655.0,5857.72,28534.0,27.166449702631645
2022-04-20 12:00:00,36548.0,13553.0,2280.0,78.0,1471.0,210.0,8509.0,1536.0,5636.78,26503.0,27.484404071358213
2022-04-20 13:00:00,36426.0,13349.0,2112.0,70.0,1314.0,174.0,8760.0,1551.0,6002.58,26115.0,28.30670400263548
2022-04-20 14:00:00,37215.0,13866.0,2209.0,28.0,1349.0,110.0,8402.0,1490.0,6281.24,27323.0,26.58067983340051
2022-04-20 15:00:00,37859.0,14899.0,2188.0,129.0,1515.0,314.0,7190.0,1619.0,6420.66,29050.0,23.267915158879
2022-04-20 16:00:00,37499.0,15992.0,2339.0,99.0,1592.0,245.0,5337.0,1789.0,6498.33,30373.0,19.00317341795781
2022-04-20 17:00:00,36405.0,15704.0,2347.0,429.0,2593.0,423.0,2942.0,2131.0,6218.8,31332.0,13.934899052327976
2022-04-20 18:00:00,35933.0,15641.0,2413.0,554.0,2790.0,557.0,1194.0,2342.0,6845.07,32397.0,9.840536554142432
2022-04-20 19:00:00,37578.0,16325.0,2302.0,1590.0,4022.0,680.0,146.0,2436.0,6220.3,34996.0,6.871041566874235
2022-04-20 20:00:00,38423.0,16307.0,2416.0,2319.0,4293.0,692.0,0.0,2586.0,5798.01,35837.0,6.730343804492101
2022-04-20 21:00:00,35759.0,16044.0,2403.0,1154.0,2602.0,372.0,0.0,2414.0,6883.05,33345.0,6.750748063424592
2022-04-20 22:00:00,32203.0,14975.0,2226.0,467.0,1792.0,80.0,0.0,2225.0,6780.72,29978.0,6.909294165139894
2022-04-20 23:00:00,29235.0,13912.0,2053.0,165.0,1552.0,76.0,0.0,1955.0,6028.5599999999995,27280.0,6.687190011971951
2022-04-21 00:00:00,26569.0,11536.0,2032.0,194.0,1498.0,113.0,0.0,1712.0,6427.639999999999,24857.0,6.443599683842072
2022-04-21 01:00:00,25008.0,11191.0,1834.0,,1368.0,100.0,0.0,1607.0,6472.13,23401.0,6.425943698016634
2022-04-21 02:00:00,24320.0,11167.0,1987.0,,1382.0,86.0,0.0,1573.0,6552.22,22747.0,6.467927631578947
2022-04-21 03:00:00,24081.0,10846.0,2042.0,,1371.0,101.0,0.0,1863.0,6353.68,22218.0,7.736389684813753
2022-04-21 04:00:00,24486.0,10984.0,2067.0,,1449.0,20.0,0.0,2121.0,6126.6900000000005,22365.0,8.662092624356776
2022-04-21 05:00:00,26085.0,11767.0,1899.0,,1335.0,46.0,0.0,2414.0,6172.5599999999995,23671.0,9.254360743722447
2022-04-21 06:00:00,29919.0,13338.0,2344.0,92.0,1673.0,412.0,16.0,2617.0,6072.57,27286.0,8.800427821785489
2022-04-21 07:00:00,34690.0,15069.0,2367.0,814.0,2315.0,596.0,473.0,2849.0,6776.5,31368.0,9.576246756990487
2022-04-21 08:00:00,39282.0,15021.0,2366.0,1895.0,4009.0,881.0,1572.0,3263.0,6808.3099999999995,34447.0,12.308436433990124
2022-04-21 09:00:00,40480.0,14871.0,2350.0,1377.0,4143.0,710.0,2876.0,3618.0,7202.16,33986.0,16.042490118577074
2022-04-21 10:00:00,40240.0,15163.0,2409.0,877.0,3114.0,521.0,3557.0,3908.0,7622.92,32775.0,18.551192842942346
2022-04-21 11:00:00,40030.0,15156.0,2378.0,635.0,3238.0,502.0,3742.0,4092.0,7195.5599999999995,32196.0,19.57032225830627
2022-04-21 12:00:00,38188.0,14611.0,2443.0,388.0,2361.0,393.0,3443.0,4475.0,6965.03,30270.0,20.734262071855035
2022-04-21 13:00:00,37998.0,14977.0,2464.0,277.0,1856.0,205.0,3524.0,4458.0,7254.18,30016.0,21.00636875625033
2022-04-21 14:00:00,38535.0,14971.0,2435.0,400.0,2496.0,347.0,2975.0,4327.0,7526.43,31233.0,18.94900739587388
2022-04-21 15:00:00,39121.0,14807.0,2442.0,384.0,3199.0,750.0,2552.0,4675.0,7166.42,31894.0,18.473454155057386
2022-04-21 16:00:00,38934.0,15249.0,2444.0,370.0,2942.0,711.0,1699.0,5207.0,7017.25,32028.0,17.737709970719678
2022-04-21 17:00:00,38149.0,15585.0,2323.0,368.0,2631.0,440.0,1171.0,5811.0,6376.72,31167.0,18.30192141340533
2022-04-21 18:00:00,37632.0,15927.0,2378.0,463.0,2327.0,284.0,494.0,5568.0,6599.13,31570.0,16.108630952380953
2022-04-21 19:00:00,38598.0,16340.0,2345.0,629.0,3008.0,700.0,86.0,5378.0,6187.85,33134.0,14.15617389502047
2022-04-21 20:00:00,38756.0,16659.0,2481.0,552.0,3122.0,451.0,0.0,4647.0,6768.41,34109.0,11.990401486221488
2022-04-21 21:00:00,35890.0,16029.0,2439.0,370.0,2302.0,224.0,0.0,4080.0,6478.08,31810.0,11.368069100027862
2022-04-21 22:00:00,32378.0,13921.0,2140.0,238.0,1747.0,74.0,0.0,3858.0,6635.389999999999,28520.0,11.915498177775033
2022-04-21 23:00:00,29440.0,12368.0,1836.0,370.0,1542.0,19.0,0.0,3947.0,6443.47,25493.0,13.406929347826088
2022-04-22 00:00:00,26876.0,9924.0,1249.0,144.0,1404.0,20.0,0.0,3651.0,7400.5599999999995,23225.0,13.584610805179341
2022-04-22 01:00:00,25351.0,9173.0,1318.0,,1323.0,20.0,0.0,3895.0,7483.74,21456.0,15.364285432527316
2022-04-22 02:00:00,24660.0,7913.0,1369.0,,1294.0,20.0,0.0,4619.0,7493.28,20041.0,18.730738037307383
2022-04-22 03:00:00,24420.0,7616.0,1244.0,,1269.0,20.0,0.0,5107.0,7211.51,19313.0,20.913185913185913
2022-04-22 04:00:00,24712.0,8000.0,1215.0,,1407.0,20.0,0.0,5156.0,7035.99,19556.0,20.864357397215926
2022-04-22 05:00:00,26270.0,9120.0,1217.0,,1439.0,22.0,0.0,5024.0,7249.17,21246.0,19.12447658926532
2022-04-22 06:00:00,29998.0,10929.0,1396.0,4.0,1762.0,207.0,42.0,4807.0,7341.8099999999995,25149.0,16.164410960730716
2022-04-22 07:00:00,34824.0,13181.0,1562.0,654.0,2314.0,456.0,655.0,4761.0,7751.8,29408.0,15.552492533884676
2022-04-22 08:00:00,38881.0,13770.0,1562.0,1046.0,3490.0,652.0,2000.0,4997.0,7916.39,31884.0,17.995936318510328
2022-04-22 09:00:00,40057.0,13425.0,1426.0,548.0,3980.0,631.0,3286.0,5304.0,8062.33,31467.0,21.44444167061937
2022-04-22 10:00:00,39991.0,13057.0,1506.0,494.0,3493.0,628.0,4566.0,4684.0,8207.14,30741.0,23.130204295966593
2022-04-22 11:00:00,39819.0,12575.0,1635.0,128.0,3229.0,625.0,5535.0,4849.0,8176.8099999999995,29435.0,26.078002963409432
2022-04-22 12:00:00,37741.0,11523.0,1491.0,97.0,2097.0,201.0,6023.0,5162.0,8267.27,26556.0,29.636204658064173
2022-04-22 13:00:00,37091.0,12209.0,1405.0,70.0,1581.0,120.0,5837.0,4845.0,8350.42,26409.0,28.79943921706074
2022-04-22 14:00:00,37653.0,12885.0,1617.0,37.0,1866.0,243.0,5407.0,4616.0,8094.83,27630.0,26.619392877061586
2022-04-22 15:00:00,37578.0,13143.0,1673.0,52.0,1899.0,214.0,4832.0,4605.0,8221.99,28141.0,25.113098089307574
2022-04-22 16:00:00,37348.0,13326.0,1669.0,53.0,1781.0,263.0,4199.0,4474.0,8117.6,28675.0,23.222127021527257
2022-04-22 17:00:00,36139.0,13582.0,1683.0,187.0,1861.0,366.0,2522.0,3964.0,8419.83,29653.0,17.94736987741775
2022-04-22 18:00:00,36191.0,14007.0,1553.0,1110.0,2807.0,586.0,1043.0,3534.0,7640.07,31614.0,12.646790638556546
2022-04-22 19:00:00,37508.0,14369.0,1682.0,1808.0,3919.0,665.0,198.0,3026.0,7795.73,34284.0,8.595499626746294
2022-04-22 20:00:00,38130.0,14627.0,1661.0,2017.0,4385.0,955.0,0.0,2634.0,7893.28,35496.0,6.907946498819826
2022-04-22 21:00:00,35280.0,14001.0,1518.0,2296.0,2883.0,510.0,0.0,2411.0,8007.72,32869.0,6.833900226757369
2022-04-22 22:00:00,32055.0,12394.0,1531.0,791.0,2626.0,410.0,0.0,2719.0,7906.75,29336.0,8.482296053657775
2022-04-22 23:00:00,29252.0,11723.0,1493.0,153.0,1832.0,35.0,0.0,2868.0,7441.48,26384.0,9.804457814850267
2022-04-23 00:00:00,26786.0,10193.0,1638.0,0.0,1508.0,82.0,0.0,2679.0,7199.15,24107.0,10.001493317404615
