date,Spot price,Demand,Lignite,Gas,Coal,Hydro Pump,Hydro R-o-R,Hydro Res,Nuclear,Solar,Wind Offshore,Wind Onshore,Net Imports,Residual load,RES_pen
2022-10-10 07:00:00,317.62600000000003,60897.998,13446.328,5046.704,8598.916000000001,4062.7300000000005,1296.74,197.89000000000001,4057.3380000000006,142.72199999999998,4223.86,16033.798,-2528.696,40497.618,33.4992621596526
2022-10-10 08:00:00,279.338,63311.78200000001,13543.928,5400.464,8869.846,4875.956,1302.4720000000002,265.524,4058.422,3137.608,4039.718,14564.060000000001,-3144.2200000000003,41570.39600000001,34.34018963484553
2022-10-10 09:00:00,225.83800000000002,64405.286,13176.655999999999,5253.426,8920.74,3136.0559999999996,1316.8,307.222,4057.3940000000002,9516.436,4256.758,11313.992,-4280.4,39318.1,38.95206054981264
2022-10-10 10:00:00,185.56400000000002,65702.406,13393.866,4784.954,8682.848000000002,2178.486,1335.336,282.594,4053.6880000000006,16495.382,4424.182,7713.83,-5342.896,37069.012,43.580434482110135
2022-10-10 11:00:00,152.574,66602.936,13381.99,4759.9839999999995,7695.719999999999,561.028,1338.85,84.128,4046.674,22004.362,4199.526,6195.592,-4929.258,34203.456,48.64572336570869
2022-10-10 12:00:00,130.832,66817.676,13037.782000000001,4674.7080000000005,6236.2300000000005,113.282,1341.914,108.13199999999999,4038.428,25214.142,3841.154,5960.362,-4470.014,31802.018000000004,52.40478283021995
2022-10-10 13:00:00,135.62,65809.926,13083.826,4090.704,6542.376,95.52799999999999,1344.97,131.844,4028.4139999999998,25383.701999999997,4381.728,6746.536,-5849.134,29297.960000000006,55.48094067147257
2022-10-10 14:00:00,144.962,64696.754,13061.786,3724.9519999999998,6608.428,236.036,1341.798,200.348,4021.8020000000006,22183.41,4463.784,8294.07,-5385.562,29755.490000000005,54.00775439212916
2022-10-10 15:00:00,154.862,63434.481999999996,13400.316,3798.85,7049.642,408.094,1339.77,168.88,4020.318,16828.904000000002,4869.638,9767.326,-4789.84,31968.613999999994,49.6037281426843
2022-10-10 16:00:00,169.01799999999997,61621.096,13433.552,4728.718,8196.164,1073.374,1320.438,235.61800000000002,4018.364,9774.856,5108.134,10522.052,-3950.924,36216.054,41.227832104771394
2022-10-10 17:00:00,253.84,61442.7,13446.158,5706.530000000001,9285.938,2615.416,1313.99,268.812,4016.0199999999995,3580.3340000000003,5285.54,11233.748000000001,-1938.3920000000003,41343.077999999994,32.71279094180432
2022-10-10 18:00:00,309.79,62097.797999999995,13474.261999999999,5717.914,9801.975999999999,4316.4,1327.466,317.04,4016.9139999999998,318.13,5125.844,13352.083999999999,-1334.4260000000002,43301.74,30.26847747483735
2022-10-10 19:00:00,319.22400000000005,63190.331999999995,13546.35,5911.778,10191.467999999999,4549.918,1339.574,441.47200000000004,4024.782,0.044,4883.636,13655.057999999999,-1604.4279999999999,44651.594,29.33793416372618
2022-10-10 20:00:00,289.26,60489.93000000001,13373.178,6169.564,10374.918,2111.136,1338.894,324.78,4028.174,0.0,4818.194,14596.026000000002,-2853.3579999999997,41075.71000000001,32.09496192176119
2022-10-10 21:00:00,239.904,57021.132,13016.86,5923.668,10056.95,941.518,1343.6860000000001,177.548,4032.3020000000006,0.0,4930.248,15564.7,-4126.496000000001,36526.183999999994,35.9427238308773
2022-10-10 22:00:00,213.608,54029.962,12934.55,5330.562,9601.326000000001,492.76399999999995,1354.182,273.106,4032.292,0.0,4759.3,15185.044,-5465.839999999999,34085.618,36.913488852722125
2022-10-10 23:00:00,179.868,50581.546,13209.135999999999,3279.2699999999995,9268.122,762.524,1363.4919999999997,228.98599999999996,4033.9519999999998,0.0,4867.312,14077.060000000001,-6300.902,31637.174,37.45312964534536
2022-10-11 00:00:00,154.678,48209.784,13202.61,2991.82,7811.402,30.204,1370.492,125.41199999999999,4041.37,0.0,5082.758,13614.87,-4781.911999999999,29512.156,38.78388668988851
2022-10-11 01:00:00,148.054,45949.632,13302.1,2856.614,6809.780000000001,16.944,1367.6200000000001,94.964,4040.6479999999997,0.0,5171.566000000001,12766.828,-3963.364,28011.237999999998,39.0392549824991
2022-10-11 02:00:00,151.142,45038.146,13315.583999999999,2875.4,6455.268,39.2,1371.172,94.904,4042.34,0.0,4798.166,11507.874,-3476.13,28732.106,36.204953907294495
2022-10-11 03:00:00,147.57,44963.706,13215.261999999999,3053.826,6843.204000000001,0.42000000000000004,1363.9180000000001,54.378,4041.8900000000003,0.0,4629.808,10857.48,-2802.228,29476.417999999998,34.44397577014671
2022-10-11 04:00:00,152.454,45888.272,13098.53,3463.5260000000003,6906.0419999999995,18.338,1331.8780000000002,131.332,4042.978,0.0,4636.3679999999995,9813.108,-1858.3239999999998,31438.796,31.488385529095535
2022-10-11 05:00:00,171.048,48614.834,12979.939999999999,4121.226000000001,8021.07,172.18,1315.406,133.726,4048.1440000000002,0.0,4346.848,8850.122,-1339.1779999999999,35417.864,27.145973593162942
2022-10-11 06:00:00,251.766,55280.042,13174.212,6512.17,9676.380000000001,992.7139999999999,1359.484,176.65,4047.416,0.0,4200.122,8293.581999999999,1180.368,42786.338,22.600749833004826
2022-10-11 07:00:00,305.634,60346.757999999994,13550.044,8803.884,10331.328,3779.75,1358.06,218.51799999999997,4043.4440000000004,86.434,3761.7660000000005,7780.402,913.7259999999999,48718.155999999995,19.269638312633138
2022-10-11 08:00:00,319.874,62827.259999999995,13531.288,11224.376,10633.55,4665.68,1334.7779999999998,307.832,4046.5199999999995,2392.34,3601.692,6778.326000000001,-697.666,50054.901999999995,20.32932520055785
2022-10-11 09:00:00,286.20799999999997,63610.971999999994,13509.354000000001,11326.119999999999,10507.4,2940.744,1326.3799999999999,194.64000000000001,4041.858,8146.098,3271.862,4952.11,-1656.226,47240.901999999995,25.73466413938778
2022-10-11 10:00:00,249.31799999999998,65162.941999999995,13382.372,10388.864,10379.542,635.8779999999999,1322.542,126.02000000000001,4037.2760000000003,14250.746,3058.384,3357.756,-1158.1319999999996,44496.056,31.715704303221916
