date,Spot price,Demand,Lignite,Gas,Coal,Hydro Pump,Hydro R-o-R,Hydro Res,Nuclear,Solar,Wind Offshore,Wind Onshore,Net Imports,Residual load,RES_pen
W/40,151.4115476190476,25088.337301587304,0.0,13511.613095238095,598.9880952380952,,378.07738095238096,1060.8392857142858,5979.482142857143,3597.154761904762,0.0,3958.059523809524,-3960.580833333333,17533.123015873014,29.873461620832597
W/41,138.34053571428572,23999.220238095237,0.0,12874.291666666666,897.1785714285714,,367.7440476190476,1055.232142857143,5629.922619047619,3307.934523809524,0.0,3841.3511904761904,-3901.258571428571,16849.934523809523,29.855506646957345
W/42,100.3719642857143,25297.244047619046,0.0,8133.077380952381,290.23809523809524,,549.7857142857143,996.1071428571429,4969.053571428572,1903.0238095238096,0.0,11003.005952380952,-2115.4444642857143,12391.214285714286,51.435975370604574
